"iteration","training-loss","Grouped runs - lm-loss-training/lm loss__MIN","Grouped runs - lm-loss-training/lm loss__MAX"
"382","2.22798752784729","2.22798752784729","2.22798752784729"
"383","2.2160484790802","2.2160484790802","2.2160484790802"
"384","2.217057943344116","2.217057943344116","2.217057943344116"
"385","2.2229206562042236","2.2229206562042236","2.2229206562042236"
"386","2.232793092727661","2.232793092727661","2.232793092727661"
"387","2.2134006023406982","2.2134006023406982","2.2134006023406982"
"388","2.199321985244751","2.199321985244751","2.199321985244751"
"389","2.209003448486328","2.209003448486328","2.209003448486328"
"390","2.219400644302368","2.219400644302368","2.219400644302368"
"391","2.222243070602417","2.222243070602417","2.222243070602417"
"392","2.1976723670959473","2.1976723670959473","2.1976723670959473"
"393","2.214489459991455","2.214489459991455","2.214489459991455"
"394","2.2249207496643066","2.2249207496643066","2.2249207496643066"
"395","2.2168960571289062","2.2168960571289062","2.2168960571289062"
"396","2.2204089164733887","2.2204089164733887","2.2204089164733887"
"397","2.2052292823791504","2.2052292823791504","2.2052292823791504"
"398","2.194984197616577","2.194984197616577","2.194984197616577"
"399","2.220496416091919","2.220496416091919","2.220496416091919"
"400","2.201477527618408","2.201477527618408","2.201477527618408"
"401","2.2109339237213135","2.2109339237213135","2.2109339237213135"
"402","2.20693039894104","2.20693039894104","2.20693039894104"
"403","2.211897373199463","2.211897373199463","2.211897373199463"
"404","2.2082419395446777","2.2082419395446777","2.2082419395446777"
"405","2.1995303630828857","2.1995303630828857","2.1995303630828857"
"406","2.1969246864318848","2.1969246864318848","2.1969246864318848"
"407","2.192967176437378","2.192967176437378","2.192967176437378"
"408","2.1921584606170654","2.1921584606170654","2.1921584606170654"
"409","2.195077896118164","2.195077896118164","2.195077896118164"
"410","2.199704647064209","2.199704647064209","2.199704647064209"
"411","2.2085938453674316","2.2085938453674316","2.2085938453674316"
"412","2.191044569015503","2.191044569015503","2.191044569015503"
"413","2.191538095474243","2.191538095474243","2.191538095474243"
"414","2.1953608989715576","2.1953608989715576","2.1953608989715576"
"415","2.2050492763519287","2.2050492763519287","2.2050492763519287"
"416","2.180881977081299","2.180881977081299","2.180881977081299"
"417","2.201686143875122","2.201686143875122","2.201686143875122"
"418","2.2111830711364746","2.2111830711364746","2.2111830711364746"
"419","2.179825782775879","2.179825782775879","2.179825782775879"
"420","2.1814146041870117","2.1814146041870117","2.1814146041870117"
"421","2.185131311416626","2.185131311416626","2.185131311416626"
"422","2.2005832195281982","2.2005832195281982","2.2005832195281982"
"423","2.1701910495758057","2.1701910495758057","2.1701910495758057"
"424","2.177186965942383","2.177186965942383","2.177186965942383"
"425","2.1806254386901855","2.1806254386901855","2.1806254386901855"
"426","2.1755619049072266","2.1755619049072266","2.1755619049072266"
"427","2.1836936473846436","2.1836936473846436","2.1836936473846436"
"428","2.175304412841797","2.175304412841797","2.175304412841797"
"429","2.1869864463806152","2.1869864463806152","2.1869864463806152"
"430","2.1775383949279785","2.1775383949279785","2.1775383949279785"
"431","2.172938108444214","2.172938108444214","2.172938108444214"
"432","2.187950372695923","2.187950372695923","2.187950372695923"
"433","2.189840316772461","2.189840316772461","2.189840316772461"
"434","2.1734414100646973","2.1734414100646973","2.1734414100646973"
"435","2.195847988128662","2.195847988128662","2.195847988128662"
"436","2.176513433456421","2.176513433456421","2.176513433456421"
"437","2.1609139442443848","2.1609139442443848","2.1609139442443848"
"438","2.184997797012329","2.184997797012329","2.184997797012329"
"439","2.1796743869781494","2.1796743869781494","2.1796743869781494"
"440","2.1614956855773926","2.1614956855773926","2.1614956855773926"
"441","2.162736654281616","2.162736654281616","2.162736654281616"
"442","2.1638357639312744","2.1638357639312744","2.1638357639312744"
"443","2.1604537963867188","2.1604537963867188","2.1604537963867188"
"444","2.1873395442962646","2.1873395442962646","2.1873395442962646"
"445","2.1668355464935303","2.1668355464935303","2.1668355464935303"
"446","2.162653923034668","2.162653923034668","2.162653923034668"
"447","2.1612353324890137","2.1612353324890137","2.1612353324890137"
"448","2.17577862739563","2.17577862739563","2.17577862739563"
"449","2.1592459678649902","2.1592459678649902","2.1592459678649902"
"450","2.16723895072937","2.16723895072937","2.16723895072937"
